Price,District,City,Town,Type,EnergyCertificate,Floor,Lift,Parking,HasParking,ConstructionYear,TotalArea,GrossArea,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
32000.0,Leiria,Marinha Grande,Marinha Grande,Transfer of lease,D,,False,0.0,False,,132.0,92.0,,,,,,,,,92.0,,,2.0
247500.0,Leiria,Pombal,Redinha,House,B-,,False,2.0,True,1948.0,310.0,221.0,,,,,3.0,,,,171.0,,,3.0
180000.0,Leiria,Pombal,"Guia, Ilha e Mata Mourisca",House,E,,False,1.0,True,1982.0,790.0,180.0,,,,,3.0,,,,90.0,,,4.0
45000.0,Leiria,Marinha Grande,Moita,Land,NC,,False,0.0,False,,5330.0,5330.0,,,,,,,,,,,,0.0
400000.0,Leiria,Ansião,Ansião,Other - Commercial,NC,,False,0.0,False,1954.0,503.0,270.0,,,,,,,,,,,,1.0
52500.0,Leiria,Alcobaça,Cela,Land,NC,,False,0.0,False,,535.0,,,,,,,,,,,,,
1500000.0,Leiria,Caldas da Rainha,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",Warehouse,NC,,True,3.0,True,1991.0,8400.0,4248.0,,,,,,,,,2124.0,,,0.0
600000.0,Leiria,Caldas da Rainha,Tornada e Salir do Porto,Land,NC,,False,0.0,False,,6320.0,6320.0,,,,,,,,,,,,0.0
450000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",House,B-,,False,2.0,True,2010.0,4750.0,400.0,,,,,4.0,,,,340.0,,,4.0
380000.0,Faro,Vila Real de Santo António,Vila Nova de Cacela,House,C,,False,1.0,True,2005.0,105.0,,,,,,2.0,,,,77.0,,,2.0
180000.0,Évora,Vila Viçosa,Pardais,Farm,NC,,False,0.0,False,,99500.0,,,,,,0.0,,,,,,,0.0
769900.0,Évora,Reguengos de Monsaraz,Corval,Farm,B,,False,0.0,False,2016.0,10765.0,405.0,,,,,3.0,,,,181.0,,,2.0
290000.0,Évora,Évora,Canaviais,House,A+,1st Floor,False,2.0,True,,750.0,200.0,,,,,3.0,,,,140.0,,,2.0
290000.0,Évora,Évora,Canaviais,House,A+,1st Floor,False,2.0,True,2023.0,750.0,200.0,,,,,3.0,,,,140.0,,,2.0
68000.0,Évora,Alandroal,"Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",Land,NC,,False,0.0,False,,46250.0,,,,,,,,,,,,,
275000.0,Évora,Montemor-o-Novo,"Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Farm,E,,False,1.0,True,,16500.0,,,,,,3.0,,,,,,,2.0
12000.0,Coimbra,Montemor-o-Velho,Santo Varão,Land,NC,,False,0.0,False,,630.0,,,,,,,,,,,,,0.0
65000.0,Coimbra,Montemor-o-Velho,Santo Varão,House,NC,,False,3.0,True,1951.0,3015.0,64.0,,,,,2.0,,,,64.0,,,1.0
45000.0,Faro,Lagos,Bensafrim e Barão de São João,Land,NC,,False,0.0,False,,3520.0,,,,,,,,,,,,,
530000.0,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz,House,E,,False,0.0,False,,1373.0,,,,,,10.0,,,,642.0,,,4.0
187000.0,Faro,Portimão,Portimão,Apartment,D,2nd Floor,True,1.0,True,2003.0,64.0,,,,,,1.0,,,,64.0,,,1.0
605000.0,Faro,Portimão,Alvor,Apartment,A+,2nd Floor,True,2.0,True,,101.0,101.0,,,,,2.0,,,,84.0,,,2.0
1850000.0,Faro,Albufeira,Albufeira e Olhos de Água,House,B-,,False,3.0,True,2015.0,540.0,,,,,,5.0,,,,507.0,,,7.0
750000.0,Faro,Silves,Algoz e Tunes,Transfer of lease,B-,,False,0.0,False,1951.0,173.0,,,,,,7.0,,,,0.0,,,10.0
700000.0,Faro,Portimão,Alvor,Apartment,A+,2nd Floor,True,2.0,True,,174.0,174.0,,,,,2.0,,,,87.0,,,2.0
370000.0,Faro,Portimão,Alvor,Apartment,A,Ground Floor,True,1.0,True,,57.0,57.0,,,,,1.0,,,,52.0,,,1.0
810000.0,Faro,Portimão,Alvor,Apartment,A,Ground Floor,True,2.0,True,,210.0,210.0,,,,,3.0,,,,136.0,,,3.0
200000.0,Faro,Lagos,Bensafrim e Barão de São João,Land,NC,,False,0.0,False,,10092.0,10092.0,,,,,,,,,,,,0.0
330000.0,Faro,Vila Real de Santo António,Vila Nova de Cacela,House,D,Ground Floor,False,1.0,True,2005.0,118.0,,,,,,3.0,,,,118.0,,,2.0
490000.0,Faro,Tavira,Tavira (Santa Maria e Santiago),House,A,,False,0.0,False,,200.0,200.0,,,,,4.0,,,,177.0,,,3.0
3900000.0,Faro,Loulé,Almancil,Other - Commercial,B,,False,0.0,False,,17948.0,17948.0,,,,,,,,,,,,
450000.0,Faro,Tavira,Tavira (Santa Maria e Santiago),House,C,,False,1.0,True,2003.0,176.0,214.0,,,,,4.0,,,,176.0,,,3.0
530000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,2.0,True,,88.0,191.0,,,,,2.0,,,,88.0,,,2.0
247000.0,Faro,Faro,Montenegro,Apartment,D,1st Floor,False,0.0,False,1993.0,86.0,95.0,,,,,2.0,,,,86.0,,,0.0
850000.0,Faro,Olhão,Olhão,House,B-,,False,2.0,True,2019.0,299.0,,,,,,4.0,,,,217.0,,,6.0
275000.0,Faro,Lagos,São Gonçalo de Lagos,Apartment,C,6th Floor,True,0.0,False,1994.0,89.0,,,,,,2.0,,,,0.0,,,1.0
342000.0,Faro,Olhão,Moncarapacho e Fuseta,House,C,,False,1.0,True,1996.0,215.0,,,,,,4.0,,,,142.0,,,2.0
2500.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
2000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
290000.0,Faro,Faro,Montenegro,Apartment,C,Ground Floor,True,1.0,True,2011.0,108.0,,,,,,2.0,,,,108.0,,,2.0
1335000.0,Faro,Portimão,Alvor,House,D,,False,2.0,True,2003.0,3610.0,,,,,,5.0,,,,275.0,,,4.0
850000.0,Faro,Aljezur,Aljezur,House,A,,False,2.0,True,,794.0,,,,,,4.0,,,,172.0,,,4.0
169900.0,Faro,Vila Real de Santo António,Monte Gordo,Apartment,D,Ground Floor,True,0.0,False,2003.0,101.0,116.0,,,,,2.0,,,,99.0,,,1.0
445000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,1st Floor,True,1.0,True,,88.0,165.0,,,,,2.0,,,,88.0,,,2.0
3800.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,Ground Floor,False,3.0,True,1991.0,60.0,79.0,,,,,1.0,,,,58.0,,,1.0
265000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",Apartment,D,Basement Level,False,0.0,False,1966.0,54.0,81.0,,,,,2.0,,,,49.0,,,1.0
324900.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",Apartment,E,3rd Floor,False,0.0,False,1988.0,101.0,,,,,,3.0,,,,92.0,,,2.0
84000.0,Leiria,Caldas da Rainha,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",Land,NC,,False,0.0,False,,4604.0,,,,,,,,,,,,,0.0
225000.0,Leiria,Leiria,Marrazes e Barosa,Apartment,D,3rd Floor,True,1.0,True,2001.0,235.0,,,,,,3.0,,,,137.0,,,3.0
88000.0,Leiria,Óbidos,"Santa Maria, São Pedro e Sobral da Lagoa",House,NC,,False,0.0,False,1950.0,90.0,,,,,,2.0,,,,90.0,,,1.0
95000.0,Faro,Tavira,Luz de Tavira e Santo Estêvão,Land,NC,,False,0.0,False,,142.0,150.0,,,,,,,,,,,,0.0
740000.0,Faro,Portimão,Alvor,Apartment,A+,3rd Floor,True,2.0,True,,130.0,130.0,,,,,2.0,,,,95.0,,,2.0
3500000.0,Faro,Loulé,Quarteira,House,A,Ground Floor,False,2.0,True,2023.0,798.0,290.0,,,,,4.0,,,,252.0,,,6.0
170000.0,Faro,Portimão,Portimão,Apartment,E,Ground Floor,False,0.0,False,1988.0,69.0,76.0,,,,,2.0,,,,69.0,,,1.0
314000.0,Faro,Loulé,Quarteira,Apartment,C,1st Floor,True,0.0,False,1995.0,69.0,,,,,,2.0,,,,0.0,,,2.0
11500.0,Faro,Loulé,Quarteira,Other - Residential,NC,,True,1.0,True,1985.0,40.0,,,,,,0.0,,,,,,,1.0
395000.0,Faro,Portimão,Alvor,Apartment,A,1st Floor,True,1.0,True,,57.0,57.0,,,,,1.0,,,,52.0,,,1.0
140000.0,Évora,Montemor-o-Novo,"Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",Apartment,C,Ground Floor,False,0.0,False,1973.0,137.0,,,,,,3.0,,,,223.0,,,2.0
15000.0,Faro,Lagos,São Gonçalo de Lagos,Apartment,NC,4th Floor,True,0.0,False,1985.0,83.0,,,,,,1.0,,,,83.0,,,1.0
399900.0,Faro,Lagoa (Algarve),Estômbar e Parchal,House,B,Ground Floor,False,1.0,True,2004.0,144.0,158.0,,,,,3.0,,,,158.0,,,3.0
395000.0,Faro,Vila Real de Santo António,Vila Nova de Cacela,House,C,,False,1.0,True,2009.0,118.0,187.0,,,,,3.0,,,,127.0,,,3.0
1450000.0,Faro,Loulé,Quarteira,House,NC,,False,2.0,True,1987.0,369.0,,,,,,4.0,,,,200.0,,,4.0
375000.0,Faro,Tavira,Tavira (Santa Maria e Santiago),House,D,,False,1.0,True,1986.0,291.0,91.0,,,,,2.0,,,,91.0,,,2.0
961000.0,Faro,Lagoa (Algarve),Lagoa e Carvoeiro,Building,C,Ground Floor,False,0.0,False,1951.0,351.0,,,,,,5.0,,,,351.0,,,1.0
49000.0,Faro,Albufeira,Paderne,Land,NC,,False,0.0,False,,10400.0,,,,,,,,,,,,,0.0
600000.0,Faro,Lagos,São Gonçalo de Lagos,House,D,,False,2.0,True,2000.0,668.0,,,,,,3.0,,,,112.0,,,3.0
190000.0,Faro,Portimão,Portimão,Apartment,C,4th Floor,True,0.0,False,1983.0,95.0,,,,,,2.0,,,,88.0,,,1.0
365000.0,Faro,Olhão,Quelfes,House,C,Ground Floor,False,1.0,True,1994.0,177.0,,,,,,3.0,,,,177.0,,,0.0
450000.0,Faro,Albufeira,Albufeira e Olhos de Água,House,C,,False,2.0,True,2003.0,274.0,,,,,,3.0,,,,143.0,,,3.0
1900000.0,Faro,Portimão,Portimão,Store,C,Ground Floor,False,0.0,False,1974.0,463.0,53.0,,,,,0.0,,,,53.0,,,0.0
1500000.0,Faro,Portimão,Portimão,Store,C,Ground Floor,False,0.0,False,1974.0,423.0,106.0,,,,,,,,,106.0,,,0.0
190000.0,Faro,Vila Real de Santo António,Vila Real de Santo António,Apartment,C,Ground Floor,True,1.0,True,2009.0,72.0,92.0,,,,,1.0,,,,70.0,,,1.0
560000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,2.0,True,,92.0,231.0,,,,,2.0,,,,92.0,,,2.0
580000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,2.0,True,,92.0,324.0,,,,,2.0,,,,92.0,,,2.0
550000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,1.0,True,,88.0,178.0,,,,,2.0,,,,88.0,,,2.0
80000.0,Faro,Castro Marim,Castro Marim,Land,NC,,False,0.0,False,,26880.0,,,,,,,,,,,,,
193000.0,Faro,Portimão,Portimão,Apartment,D,Ground Floor,False,1.0,True,1977.0,77.0,98.0,,,,,3.0,,,,77.0,,,2.0
8000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
169000.0,Faro,Portimão,Portimão,Apartment,D,1st Floor,False,0.0,False,1988.0,51.0,,,,,,1.0,,,,47.0,,,1.0
874000.0,Faro,Aljezur,Aljezur,House,A,,False,2.0,True,,495.0,,,,,,4.0,,,,197.0,,,5.0
350000.0,Faro,Loulé,Quarteira,Apartment,E,7th Floor,True,1.0,True,1992.0,155.0,,,,,,3.0,,,,113.0,,,3.0
770000.0,Lisboa,Sintra,Agualva e Mira-Sintra,House,D,,False,2.0,True,1951.0,500.0,,,,,,4.0,,,,95.0,,,2.0
220000.0,Lisboa,Alenquer,Ribafria e Pereiro de Palhacana,House,F,,False,2.0,True,1978.0,8000.0,102.0,,,,,3.0,,,,92.0,,,2.0
180000.0,Lisboa,Loures,Santo António dos Cavaleiros e Frielas,Apartment,C,7th Floor,False,0.0,False,1988.0,63.0,,,,,,3.0,,,,63.0,,,2.0
199000.0,Lisboa,Amadora,Mina de Água,Store,B-,Ground Floor,False,2.0,True,2013.0,436.0,145.0,,,,,,,,,115.0,,,
13500.0,Leiria,Pombal,Redinha,Land,NC,,False,0.0,False,,1800.0,1800.0,,,,,,,,,,,,0.0
99900.0,Leiria,Alcobaça,Pataias e Martingança,House,F,,False,0.0,False,1937.0,80.0,,,,,,7.0,,,,80.0,,,2.0
319000.0,Leiria,Leiria,Bidoeira de Cima,House,C,,False,3.0,True,2015.0,1645.0,349.0,,,,,4.0,,,,178.0,,,4.0
365000.0,Leiria,Leiria,Parceiros e Azoia,House,NC,,False,3.0,True,,433.0,,,,,,4.0,,,,150.0,,,3.0
79900.0,Faro,Tavira,Tavira (Santa Maria e Santiago),House,NC,,False,1.0,True,1951.0,240.0,67.0,,,,,1.0,,,,30.0,,,
200000.0,Faro,Lagos,Bensafrim e Barão de São João,Land,NC,,False,0.0,False,,154000.0,,,,,,,,,,,,,0.0
246000.0,Faro,Vila Real de Santo António,Vila Real de Santo António,Apartment,D,2nd Floor,False,0.0,False,2002.0,135.0,154.0,,,,,3.0,,,,135.0,,,2.0
1190000.0,Faro,Silves,Algoz e Tunes,House,D,,False,3.0,True,2013.0,13680.0,,,,,,3.0,,,,107.0,,,2.0
520000.0,Faro,Portimão,Alvor,Apartment,A+,3rd Floor,True,1.0,True,,84.0,84.0,,,,,1.0,,,,63.0,,,1.0
421000.0,Faro,Faro,Faro (Sé e São Pedro),Apartment,C,7th Floor,True,0.0,False,1988.0,84.0,,,,,,2.0,,,,84.0,,,2.0
198000.0,Faro,Portimão,Portimão,House,E,,False,0.0,False,1942.0,100.0,116.0,,,,,3.0,,,,102.0,,,2.0
460000.0,Faro,Portimão,Alvor,Apartment,A,1st Floor,True,1.0,True,,62.0,62.0,,,,,1.0,,,,61.0,,,1.0
605000.0,Faro,Portimão,Alvor,Apartment,A,1st Floor,True,2.0,True,,152.0,152.0,,,,,2.0,,,,93.0,,,2.0
55000.0,Évora,Vendas Novas,Vendas Novas,Land,NC,,False,0.0,False,,5250.0,,,,,,,,,,,,,0.0
340000.0,Faro,Monchique,Monchique,Other - Commercial,B,,False,3.0,True,,301.0,,,,,,,,,,,,,0.0
30000.0,Faro,Silves,Algoz e Tunes,Land,NC,,False,0.0,False,,11600.0,,,,,,,,,,,,,
490000.0,Faro,Tavira,Tavira (Santa Maria e Santiago),House,A,,False,0.0,False,,200.0,200.0,,,,,4.0,,,,178.0,,,0.0
395000.0,Faro,Olhão,Olhão,Apartment,D,2nd Floor,False,0.0,False,1990.0,175.0,,,,,,5.0,,,,194.0,,,2.0
265000.0,Faro,Olhão,Moncarapacho e Fuseta,House,E,,False,0.0,False,2023.0,108.0,108.0,,,,,1.0,,,,79.0,,,2.0
435000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,1st Floor,True,1.0,True,,90.0,155.0,,,,,2.0,,,,90.0,,,2.0
470000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,1.0,True,,91.0,199.0,,,,,2.0,,,,91.0,,,2.0
550000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,2.0,True,,92.0,245.0,,,,,2.0,,,,90.0,,,2.0
535000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,2.0,True,,90.0,186.0,,,,,2.0,,,,90.0,,,2.0
450000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,1st Floor,True,1.0,True,,91.0,168.0,,,,,2.0,,,,91.0,,,2.0
525000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,2nd Floor,True,1.0,True,,90.0,225.0,,,,,2.0,,,,90.0,,,2.0
165000.0,Faro,Portimão,Alvor,Apartment,D,Ground Floor,False,3.0,True,1988.0,58.0,,,,,,1.0,,,,58.0,,,1.0
380000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,1st Floor,True,1.0,True,,92.0,142.0,,,,,2.0,,,,92.0,,,2.0
4000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
275000.0,Faro,Portimão,Portimão,Apartment,C,7th Floor,True,1.0,True,2009.0,12002.0,132.0,,,,,2.0,,,,85.0,,,2.0
2650000.0,Faro,Loulé,Quarteira,House,B,,False,3.0,True,2001.0,417.0,350.0,,,,,4.0,,,,125.0,,,5.0
45000.0,Leiria,Batalha,Batalha,House,F,,False,0.0,False,2000.0,296.0,,,,,,2.0,,,,80.0,,,1.0
40000.0,Leiria,Pombal,Louriçal,Land,NC,,False,0.0,False,,1667.0,,,,,,,,,,1667.0,,,0.0
295000.0,Leiria,Batalha,Batalha,House,B,,False,2.0,True,2002.0,1179.0,304.0,,,,,4.0,,,,209.0,,,2.0
169500.0,Leiria,Leiria,Marrazes e Barosa,Apartment,C,Ground Floor,True,1.0,True,1990.0,121.0,139.0,,,,,3.0,,,,121.0,,,2.0
48000.0,Évora,Évora,Nossa Senhora de Machede,Land,NC,,False,0.0,False,,9500.0,,,,,,,,,,,,,0.0
425000.0,Faro,Olhão,Quelfes,House,C,,False,3.0,True,1982.0,558.0,,,,,,4.0,,,,162.0,,,3.0
185000.0,Faro,Silves,Algoz e Tunes,House,C,Ground Floor,False,0.0,False,2001.0,320.0,,,,,,2.0,,,,57.0,,,2.0
298000.0,Faro,Portimão,Portimão,Apartment,D,Top Floor,True,0.0,False,1984.0,73.0,,,,,,2.0,,,,73.0,,,1.0
265000.0,Faro,Portimão,Portimão,Apartment,E,8th Floor,True,0.0,False,1973.0,73.0,,,,,,2.0,,,,70.0,,,2.0
189500.0,Faro,Portimão,Alvor,Apartment,NC,Ground Floor,False,0.0,False,1988.0,59.0,66.0,,,,,1.0,,,,59.0,,,2.0
220000.0,Faro,Loulé,Quarteira,Apartment,D,4th Floor,True,0.0,False,1982.0,58.0,58.0,,,,,1.0,,,,52.0,,,1.0
490000.0,Faro,Tavira,Tavira (Santa Maria e Santiago),House,A,,False,0.0,False,,200.0,200.0,,,,,4.0,,,,177.0,,,0.0
578000.0,Braga,Esposende,Palmeira de Faro e Curvos,House,A,,False,2.0,True,2012.0,770.0,404.0,,,,,3.0,,,,257.0,,,3.0
520000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,NC,2nd Floor,True,2.0,True,,98.0,194.0,,,,,2.0,,,,97.0,,,2.0
350000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,1.0,True,,71.0,163.0,,,,,1.0,,,,71.0,,,1.0
545000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,2.0,True,,91.0,257.0,,,,,2.0,,,,91.0,,,2.0
910000.0,Faro,Loulé,Quarteira,Apartment,D,5th Floor,True,1.0,True,1991.0,6000.0,177.0,,,,,3.0,,,,131.0,,,3.0
234000.0,Faro,Loulé,Boliqueime,House,NC,,False,3.0,True,1937.0,1683.0,153.0,,,,,4.0,,,,153.0,,,0.0
395000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,1st Floor,True,1.0,True,,92.0,165.0,,,,,2.0,,,,92.0,,,2.0
370000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Apartment,A,Ground Floor,True,1.0,True,,90.0,179.0,,,,,2.0,,,,90.0,,,2.0
150000.0,Faro,Silves,São Bartolomeu de Messines,Apartment,D,1st Floor,False,0.0,False,1983.0,85.0,103.0,,,,,2.0,,,,84.0,,,1.0
29500.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
2500.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
2500.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
750000.0,Faro,Portimão,Portimão,Apartment,C,8th Floor,True,1.0,True,1983.0,74.0,,,,,,3.0,,,,74.0,,,4.0
8000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,1st Floor,True,0.0,False,1990.0,32.0,,,,,,0.0,,,,28.0,,,2.0
575000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",House,C,,False,2.0,True,1986.0,126.0,,,,,,4.0,,,,111.0,,,2.0
298000.0,Leiria,Leiria,Monte Real e Carvide,House,A,,False,1.0,True,2023.0,417.0,251.0,,,,,4.0,,,,209.0,,,3.0
93500.0,Leiria,Alcobaça,Pataias e Martingança,House,F,,False,1.0,True,1937.0,80.0,,,,,,4.0,,,,80.0,,,2.0
1150000.0,Lisboa,Lisboa,Lumiar,Apartment,A,8th Floor,True,2.0,True,,160.0,220.0,,,,,3.0,,,,144.0,,,3.0
795000.0,Lisboa,Sintra,São João das Lampas e Terrugem,House,C,,False,3.0,True,2005.0,5320.0,427.0,,,,,4.0,,,,212.0,,,6.0
160000.0,Lisboa,Odivelas,Póvoa de Santo Adrião e Olival Basto,Apartment,F,4th Floor,False,0.0,False,1977.0,0.0,65.0,,,,,2.0,,,,52.0,,,1.0
990000.0,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",House,F,,False,1.0,True,,322.0,231.0,,,,,5.0,,,,157.0,,,3.0
1450000.0,Lisboa,Sintra,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",House,D,,False,3.0,True,2000.0,645.0,,,,,,4.0,,,,200.0,,,4.0
395000.0,Lisboa,Torres Vedras,Silveira,House,C,,False,1.0,True,2001.0,570.0,280.0,,,,,4.0,,,,220.0,,,2.0
1190000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",House,A,Ground Floor,False,3.0,True,2022.0,311.0,350.0,,,,,3.0,,,,258.0,,,4.0
89800.0,Lisboa,Sintra,Agualva e Mira-Sintra,Land,NC,,False,0.0,False,,315.0,315.0,,,,,,,,,315.0,,,
875000.0,Lisboa,Sintra,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",House,D,,False,3.0,True,1996.0,1160.0,,,,,,3.0,,,,257.0,,,4.0
150000.0,Lisboa,Alenquer,Alenquer (Santo Estêvão e Triana),Apartment,D,1st Floor,False,0.0,False,2000.0,73.0,,,,,,2.0,,,,73.0,,,1.0
1190000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",House,A,Ground Floor,False,3.0,True,2022.0,308.0,353.0,,,,,3.0,,,,258.0,,,4.0
259000.0,Lisboa,Amadora,Águas Livres,Apartment,C,Ground Floor,True,1.0,True,2008.0,82.0,94.0,,,,,1.0,,,,74.0,,,2.0
365000.0,Lisboa,Torres Vedras,Silveira,House,C,,False,2.0,True,2008.0,208.0,208.0,,,,,2.0,,,,184.0,,,4.0
2190000.0,Lisboa,Sintra,Colares,House,D,,False,1.0,True,1957.0,1645.0,308.0,,,,,5.0,,,,200.0,,,5.0
535000.0,Lisboa,Lisboa,Santa Maria Maior,Apartment,C,Ground Floor,False,0.0,False,2022.0,66.0,,,,,,2.0,,,,50.0,,,1.0
2400000.0,Lisboa,Lisboa,Marvila,Building,NC,,False,3.0,True,1988.0,824.0,,,,,,,,,,824.0,,,0.0
710000.0,Lisboa,Oeiras,Carnaxide e Queijas,Apartment,NC,3rd Floor,True,2.0,True,,134.0,,,,,,3.0,,,,107.0,,,3.0
375000.0,Lisboa,Odivelas,Odivelas,Apartment,C,2nd Floor,True,2.0,True,2005.0,0.0,134.0,,,,,2.0,,,,86.0,,,2.0
410000.0,Lisboa,Lisboa,São Domingos de Benfica,Apartment,C,7th Floor,True,0.0,False,1970.0,90.0,,,,,,2.0,,,,90.0,,,2.0
592000.0,Lisboa,Torres Vedras,Silveira,House,C,,False,3.0,True,1974.0,2354.0,353.0,,,,,4.0,,,,200.0,,,3.0
85000.0,Lisboa,Sobral de Monte Agraço,São Quintino,Land,NC,,False,0.0,False,,4400.0,,,,,,,,,,4400.0,,,
62900.0,Lisboa,Sobral de Monte Agraço,São Quintino,Land,NC,,False,0.0,False,,1200.0,,,,,,,,,,1200.0,,,
720000.0,Lisboa,Mafra,Santo Isidoro,House,A,,False,3.0,True,2022.0,5687.0,311.0,,,,,3.0,,,,311.0,,,3.0
475000.0,Lisboa,Torres Vedras,Silveira,House,D,,False,3.0,True,2004.0,450.0,322.0,,,,,4.0,,,,274.0,,,4.0
225000.0,Lisboa,Sintra,Massamá e Monte Abraão,Apartment,C,5th Floor,True,0.0,False,1997.0,72.0,,,,,,2.0,,,,72.0,,,1.0
1440000.0,Lisboa,Oeiras,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",House,A,Ground Floor,False,3.0,True,2022.0,330.0,524.0,,,,,4.0,,,,266.0,,,3.0
150000.0,Lisboa,Loures,Bucelas,Apartment,C,Ground Floor,False,0.0,False,1989.0,78.0,,,,,,2.0,,,,78.0,,,1.0
265000.0,Lisboa,Mafra,Mafra,Apartment,C,2nd Floor,True,1.0,True,2006.0,90.0,,,,,,2.0,,,,86.0,,,1.0
2250000.0,Lisboa,Alenquer,Alenquer (Santo Estêvão e Triana),Building,D,,False,1.0,True,1972.0,17360.0,1303.0,,,,,8.0,,,,436.0,,,8.0
159000.0,Lisboa,Sintra,Queluz e Belas,Apartment,D,2nd Floor,False,0.0,False,1995.0,73.0,,,,,,1.0,,,,73.0,,,1.0
195000.0,Lisboa,Amadora,Águas Livres,Store,D,Ground Floor,False,0.0,False,1990.0,187.0,,,,,,0.0,,,,,,,2.0
560000.0,Lisboa,Lisboa,Belém,Apartment,B-,5th Floor,True,0.0,False,1963.0,100.0,,,,,,3.0,,,,89.0,,,2.0
799995.0,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Apartment,NC,9th Floor,True,2.0,True,,125.0,180.0,,,,,3.0,,,,125.0,,,3.0
215000.0,Lisboa,Vila Franca de Xira,Póvoa de Santa Iria e Forte da Casa,Apartment,C,3rd Floor,True,0.0,False,1978.0,102.0,,,,,,3.0,,,,108.0,,,2.0
475000.0,Lisboa,Oeiras,Carnaxide e Queijas,Apartment,NC,3rd Floor,True,1.0,True,,81.0,,,,,,2.0,,,,72.0,,,2.0
715000.0,Lisboa,Oeiras,Carnaxide e Queijas,Apartment,NC,3rd Floor,True,2.0,True,,136.0,,,,,,3.0,,,,120.0,,,3.0
350000.0,Lisboa,Oeiras,Carnaxide e Queijas,Apartment,NC,3rd Floor,True,1.0,True,,54.0,,,,,,1.0,,,,46.0,,,1.0
